title,runtime,des,date,genre,cast,director,vote,gross,rating
Couples Night,0,    Dating in LA always ends in disaster. Especially when your friends throw you under the bus.,2017,Comedy            ,Dating in LA always ends in disaster. Especially when your friends throw you under the bus.,,0,,0
Llama Cop,0,"    While investigating the murder of his partner, Detective Joe Bauer must team up with the unpredictable rookie Buddy Callahan, who doesn't play by the rules and is also a llama.",2014,"Action, Comedy, Crime            ","Como T. Llama, Walter Masterson, Antonio D. Charity, Brad Lee Wind",,46,,7.7
Mel Brooks Live at the Geffen,59,"    Comedy legend Mel Brooks discusses his childhood, military experience, and stand-up, TV and film career, and sings the theme songs from his iconic comedies.",2015,"Documentary, Biography, Comedy            ","Mel Brooks, Carl Reiner",,156,,7.2
Utopians,94,"    This visually stunning erotic drama follows Hins (Adonis He), a young student who finds himself unexpectedly attracted to his handsome, outspoken male professor,Ming (Jackie Chow). Despite ...                See full summary »",2015,"Comedy, Drama, Romance            ","Adonis He, Jackie Chow, Ching-Man Chin, Fiona Wang",Scud,184,,4.3
A Man Called Jon,89,"    ""A Man Called Jon"" is a light-hearted dramedy about Pastor Jon Terrell Carson's unusual style of worship. Jon's church is very traditional and not accustomed to outbursts during service. ...                See full summary »",2015,Comedy            ,"Christian Heep, Sharice Henry Chasi, Vernee Watson, Irma P. Hall",M. Legend Brown,51,,5.9
Super Seducer 2,0,    Ready to take your skills with women to the NEXT next level in this amazing sequel to the smash hit Super Seducer? We put you in everyday scenarios and let you do practically anything to see how it plays out with beautiful women.,2018,"Action, Adventure, Comedy            ","Richard La Ruina, Rachel Warren, Eugenia Adamenko, Tatsiana Agapova","Artur Lerman, Peter McSweeney",26,,3.8
"Stay Filthy, Cali",2,"    Non-traditional PSA web-series in the form of six short raunchy comedic vignettes made to raise awareness of the water shortage in California. In each episode, the narrator (Bruce Campbell) encourages the viewers to stop wasting water.",2015,"Short, Comedy            ","Bruce Campbell, Cerina Vincent, Annika Marks, Mike Estes",,25,,7.8
Nuclear Family,0,    A sketch comedy series that parodies pop culture and internet trends.,2016,Comedy            ,"Bree Essrig, Matt Lieberman, Steve Zaragoza, Jeremy Azevedo",,53,,7.9
Live at the Necropolis: The Lords of Synth,10,"    With Haley's Comet in the skies above, three contestants battle it out with their synthesizers for the elite title of the ""Lord of Synth."" The two losers face being banned from music for ...                See full summary »",2016,Comedy            ,"Jerry G. Angelo, Tim Kalpakis, Molly Hawkey, Ryan Perez","Nick Corirossi, Charles Ingram",125,,8.1
My Uncle Rafael,102,"    When a TV producer is desperate to find a replacement series, she convinces a 71 year-old Armenian, tell-it-like-it-is Uncle, to star in a new reality show.",2012,Comedy            ,"John Michael Higgins, Missi Pyle, Vahik Pirhamzei, Anthony Clark",Marc Fusco,186,$0.21M,5.9
VeggieTales in the City,0,"    Larry, Bob and all their Veggie friends share their city adventures.",2017,"Animation, Short, Adventure            ","Mike Nawrocki, Rob Paulsen, Phil Vischer, Tress MacNeille",,69,,6.3
R Rated Mary Poppins,5,Add a Plot,2018,"Animation, Short, Adventure            ",Add a Plot,,0,,0
The Coopers vs the Rest,0,"    Tess was determined to save as many kids as she could from the sort of childhood she had. Along with her husband Toby, she now divides just about enough money and nowhere near enough time between their three adopted children.",2016,Comedy            ,"Tanya Franks, Paterson Joseph, Erin Kellyman, India Brown",,47,,6.5
Rubberhead,47,"    Sarah Silverman hosts the first episode of Rubberhead - a night of comedy shorts featuring some of her favorite performers. With comedy from Nathan Barnatt, Jade Catta-Preta, Michael ...                See full summary »",2014,Comedy            ,"2 Chainz, Casey Ford Alexander, Nathan Barnatt, Jack Bornoff","Mike Relm, Richard Schreiber, Ryan Polito, Andrew DeYoung, David Dineen-Porter, Dean Fleischer-Camp, Rob Schrab, Stoney Sharp, Eric Wareheim, Charlyne Yi",53,,4.6
Jeff Dunham: Minding the Monsters,80,"    Jeff Dunham's Minding the Monsters brings together your favorites-- Walter, Peanut, Bubba J, Jose Jalapeno... On a Steek!, and Achmed the Dead Terrorist as you've never seen them before! ...                See full summary »",2012,Comedy            ,Star:Jeff Dunham,"Manny Rodriguez, Matthew McNeil",1175,,7.1
The Thingy: Confessions of a Teenage Placenta,84,"    The heartbreaking story of a living placenta that is raised as a human, a christian, a soldier.",2013,"Comedy, Drama, Horror            ","Pascal Maetens, Karel Vingerhoets, Celine Verbeeck, Jérémie Petrus","Joël Rabijns, Yves Sondermeier",214,,5.3
Skateboard or Die,105,"    Mike is thrust into a world of murder and assassination after running into his best friend Ed, presumed killed in action 10 years ago. In order to keep themselves alive, Mike and Ed must now work together as members of - The Hunters Club.",2018,"Action, Comedy, Thriller            ","Brad McMurray, Carmel Rose, Ashlee Lollback, Shaun Blayer",Kit McDee,83,,4.5
Dying Laughing,89,"    The craft, creative process and complicated lives of stand-up comedians.",2016,"Documentary, Comedy, Drama            ","Max Alexander, Stephen K. Amos, David A. Arnold, Dave Attell","Lloyd Stanton, Paul Toogood",334,,6.8
Some Jerk with a Camera,0,"    Join Some Jerk With A Camera on location at Disneyland, California (and occasionally other theme parks!) for a series of wacked-out, irreverently irrelevant digress-alicious trips through ...                See full summary »",2011,Comedy            ,"Tony Goldmark, Charlie Callahan, Garrett Snook, Morgan Funder",,48,,7.6
"Kill Me Today, Tomorrow I'm Sick!",126,"    KILL ME TODAY, TOMORROW I'M SICK. A tragicomedy about mankind. Pristina 1999. NATO has bombed Serbia. The Kosovo-Albanians celebrate ""their victory"" over the ""Serb oppressors"". Ethnic hate ...                See full summary »",2018,"Comedy, Drama            ","Karin Hanczewski, Carlo Ljubek, Tommy Sowards, Eray Egilmez","Joachim Schroeder, Tobias Streck",12,,7.5
Together,30,"    A mis matched couple try to forge a relationship, with the ""help"" of friends and family on the way.",2015,Comedy            ,"Sarah Daykin, Alex Macqueen, Vicki Pepperdine, Jonny Sweet",,169,,6.3
C Street,86,"    A power hungry intern pimps out his apartment to sex-starved politicians, only to find his boss using it to have an affair with the girl of his dreams.",2016,Comedy            ,"Carey Lowell, Michael Gross, Don Stark, Dylan Walsh",Peter James Iengo,34,,6.4
The Pooka,15,"    In a desperate attempt to aid a lost soul, a benevolent oversized rabbit must find a way to rekindle a forgotten spark.",2017,"Short, Comedy, Drama            ","Lily Rains, Chris Sullivan",Luke Boyce,15,,5.2
For a Few Zombies More,95,    A woman with no name teams up with a resourceful militiaman and a video-store clerk turned wandering gunslinger to rescue a scientist who may hold the key to ridding the world of the undead.,2015,"Comedy, Horror            ","Catherine Kinsey, Michael Shelton, Chuck Hartsell, Rob Allen","Chuck Hartsell, Chance Shirley",62,,4.7
How to Tell You're a Douchebag,75,    A controversial blogger in New York finds himself in hot water when he messes with the wrong woman.,2016,"Comedy, Romance            ","Charles Brice, DeWanda Wise, William Jackson Harper, Alexander Mulzac",Tahir Jetter,129,,5.0
What Happens Next,100,"    Paul, a closeted and self-unaware CEO in his 50's, retires and begins falling for a younger man half his age whom he meets in a dog park.",2011,"Comedy, Romance            ","Kimberly S. Fairbanks, Ariel Shafir, James Duke Mason, Megan Hilty",Jay Arnold,696,,5.8
Climate Change Deniers' Anthem,4,    The Koch Brothers hire a chorus of young Hollywood types to sing the company line that climate change and global warming isn't real.,2015,"Short, Comedy            ","Megan Amram, Atlas Genius, Beau Bridges, Bushwalla",Jack Bishop,36,,4.2
LIpstick the Series,0,"    Lipstick The Series follows four sexually fluid best friends living in Los Angeles who start a lipstick line while battling trust, sexuality, friendship, & relationship issues.",2015,"Comedy, Drama, Romance            ","Carla Acosta, Helen Kelly Davis, Alisha Honoré, Nataly Peña",,22,,8.0
Versailles,0,"    A brother and sister broadcast a public access talk show from the basement of their local library in order to live out their fantasies and escape the legacy of their dearly departed mother, a B-movie actress.",2011,Comedy            ,"A brother and sister broadcast a public access talk show from the basement of their local library in order to live out their fantasies and escape the legacy of their dearly departed mother, a B-movie actress.",,0,,0
So Good to See You,10,    A dinner party goes painfully sour in this darkly comic take on the dual realities of friendship.,2016,"Short, Comedy, Drama            ","Janie Brookshire, Patrick Kennedy, George Merrick, Sienna Miller",Duke Merriman,17,,6.3
Miss Dial,88,"    A consumer affair rep who works from her apartment decides to play hooky one day, and spends her time calling random people, looking for new connections.",2013,Comedy            ,"Robinne Lee, Sam Jaeger, Jon Huertas, Sara Rue",David H. Steinberg,792,,6.1
The Happys,87,"    Twenty-one year old Tracy walks in on her boyfriend Mark having sex with a man and decides to leave him. After assessing her limited options, she returns to Mark with a deal-if he agrees to...                See full summary »",2016,Comedy            ,"Amanda Bauer, Jack DePew, Janeane Garofalo, Melissa McBride","Tom Gould, John Serpe",69,$0.02M,7.1
I Want to Get Married,107,"    Can Paul get married in just 6 days? Paul Roll is a lovable nerd who's achieved everything he's set his mind to, except...he's never been successful at finding a man. After witnessing the ...                See full summary »",2011,"Comedy, Romance            ","Matthew Montgomery, Ashleigh Sumner, Emrhys Cooper, Jane Wiedlin",William Clift,134,,3.7
The Pig Who Cried Werewolf,6,"    The Three Pigs live in a house together, but Heimlich gets scared when he sees Wolf move in next door and acting strange.",2011,"Animation, Short, Comedy            ","Sean Bishop, Cody Cameron, Aron Warner",Gary Trousdale,611,,5.9
Please Kill Mr. Know It All,87,    An anonymous advice columnist finds herself caught in an unlikely romance with the man who has been hired to kill her alter ego.,2012,"Comedy, Crime, Romance            ","Lara Jean Chorostecki, Jefferson Brown, Kristina Pesic, Cliff Saunders","Colin Carter, Sandra Feldman",229,,4.8
Monster Challenge,13,    A hapless Patton Oswalt finds himself catapulted into an outrageous series of challenges in an infectiously silly tribute to the eccentricities of Japanese game shows and monster films.,2018,"Short, Comedy            ",A hapless Patton Oswalt finds himself catapulted into an outrageous series of challenges in an infectiously silly tribute to the eccentricities of Japanese game shows and monster films.,,0,,0
The Wolf,25,Add a Plot,2012,"Short, Comedy            ","Zach Cregger, Frank Rautenbach, Caitriona Balfe, Caitlin O'Connor",Dustin Thomas Cartmill,17,,6.6
Refuge,121,"    Amelia is on the run in the family RV, with husband Jack's body in the back and hostage Darryl at the wheel. Romance blossoms as Jack decomposes.",2010,"Comedy, Crime, Drama            ","Linda Hamilton, Chris Payne Gilbert, Lena Georgas, Christopher McDonald",Mark Medoff,85,,5.4
OJ: The Musical,90,    An eccentric theater artist struggles to stage an OJ Simpson musical with the help of his childhood friends.,2013,"Comedy, Musical            ","Jordan Kenneth Kamp, Malcolm Barrett, Larisa Oleynik, Owiso Odera",Jeff Rosenberg,65,,7.7
BF.F,11,    Making friends is hard. Especially in another dimension.,2015,"Short, Comedy, Sci-Fi            ",Making friends is hard. Especially in another dimension.,,0,,0
Laugh Out Loud by Kevin Hart,0,"    Comedy all day, every day.",2017,Comedy            ,"Mike Damn, Chaz Miller, Tristina Lee Bryant, Gail Bean",,25,,5.5
Love in Vegas,78,"    There comes a time when wife leaves for a deserved holidays, and husband is left alone with his child. It seems nothing complicated thought Igor, Artyom and Sauna, not even knowing what adventures will expect them.",2014,"Comedy, Fantasy            ","Anna Arshava, Sergey Belyaev, Tatyana Bestuzheva, Hilary Billings","Marius Balchunas, David Dodson",604,,5.1
The Stanley Dynamic,0,"    Twin brothers Larry and Luke Stanley are like any other twins you might know, except one twist - Luke is an animated cartoon.",2014,Comedy            ,"Taylor Abrahamse, Charles Vandervaart, Madison Ferguson, Michael Barbuto",,156,,3.7
Born Guilty,101,"    Judith is a lonely and frazzled social worker who can't resist the urge to interfere in her son Marty's life. When Marty hires his free-spirited friend to cheer up his mother, it soon turns into a serious romance that no one saw coming.",2017,"Comedy, Drama, Romance            ","Jay Devore, David Coussins, Rosanna Arquette, Keesha Sharp",Max Heller,145,,3.6
h3h3Productions,15,    Jewish husband-and-wife family react to YouTube videos and comment with absurd sketches.,2013,Comedy            ,"Ethan Klein, Hila Klein, Sean Balogh, Joji",,1240,,8.0
Fat Pizza vs. Housos,0,"    After fifteen years, pizza chef Bobo is released from prison. Rent has gone up so the only shop Bobo can afford is in the infamous housing commission suburb of Sunnyvale.",2014,Comedy            ,"Angry Anderson, Ashley Avci, Tahir Bilgic, Persia Blue",Paul Fenech,331,,5.6
Funny Bunny,85,    A latchkey trust-funder and a hapless anti-childhood-obesity crusader bond as they vie for the heart of a troubled animal activist.,2015,"Comedy, Drama            ","Olly Alexander, Kentucker Audley, Joslyn Jensen, Albert Birney",Alison Bagnall,142,,6.2
Broken Contract,95,"    When Max, a down on his luck strip club owner, has his life and livelihood threatened by local gangsters, he turns to his wife's connections for help and hires a hitman to solve the problem...                See full summary »",2018,"Action, Comedy, Crime            ","Mona Afshar, Esther Anderson, Kelsie Anderson, Adrian Archer",James Pentecost,110,,3.8
Bill the Galactic Hero,90,    Bill is a pizza delivery driver who is drugged and shanghaied into the Space Troopers. Bill initially works as a fuse tender but when his ship is struck by enemy fire he finds himself the only remaining soldier capable of firing back.,2014,"Comedy, Sci-Fi            ","James Miller, Devon Wycoff, Jesse Lee Pacheco, Katie McManus","Alex Cox, Danny Beard, Merritt Crocker, Amanda Gostomski, Alicia Ramirez, Raziel Scher, Jordan Thompson",50,,5.5
Paul Williams Still Alive,87,    A documentary about legendary songwriter and 70's icon Paul Williams.,2011,"Documentary, Biography, Comedy            ","Paul Williams, Warren Beatty, Robert Blake, Karen Carpenter",Stephen Kessler,849,$0.04M,6.9
What Did Zoey Say?,5,"    Zoey buried her feelings for Chase in a time capsule video for school that he could watch in 10 years. Luckily for him, his friend Michael kept track of time and retrieved the DVD to let him know Zoey's true feelings.",2015,"Short, Comedy            ","Sean Flynn, Christopher Massey, Jamie Snow, Jamie Lynn Spears",Steve Hoefer,157,,8.4
The Mad Ones,95,    A touching comedy about an unlikely friendship that grows between three twenty-something professionals searching for meaning in life and work in the digital age.,2017,"Comedy, Drama            ","Anthony Gioe, Dana DeLorenzo, Lavrenti Lopes, Mike Steib",Aniruddh Pandit,69,,6.1
The Commitments,100,"    A musical with Soul, is an original musical based on the shared histories of Garlambirla, otherwise known as Coffs Harbour, on the mid-north coast of New South Wales.",2016,"Comedy, Drama, Musical            ","Regan Arnold, Kiara Bale, Jessica Beehag, Mikaela Brown-Hickson","Madge Hair, Simon Smith",14,,7.6
Twelve Forever,0,    An enthusiastic young girl who doesn't want to grow up creates a fantastic world for herself where she never has to.,2015,"Animation, Short, Comedy            ","Kelsy Abbott, Steve Agee, Matt Berry, Jorge Diaz",,147,,7.0
Actually Love,7,    First love is actually just the rehearsal for the rest of your life.,2012,"Short, Comedy, Romance            ","Elle Antinoro, Walker Hare, Michael Mingoia, Mackenzie Shivers",Heather Warren,8,,8.1
It's a Date,0,"    Featuring two thematically linked dates, the show poses a question that explores a timeless Dilemma, such as; is it okay to date a friend's ex? It's a Date will comically reveal the awkward...                See full summary »",2014,Comedy            ,"Peter Helliar, Emily Taheny, Ronny Chieng, Lisa McCune",,179,,7.4
The Big Spoon,80,    An unromantic comedy about the perils of staying together when you should really be apart.,2016,"Comedy, Drama, Romance            ","Mallory Culbert, Zachary Knighton, Isabelle McNally, Agustín Silva",Carlyn Hudson,27,,7.7
Messina High,0,    Rachel helped John set-up Claudio against Hayley.,2015,"Comedy, Drama, Romance            ","Owen Drake, Kody Corduan, Amanda Bauer, Lola Blanc",Owen Drake,10,,6.4
Moon Dogs,93,    Two teenage step brothers fall for the same girl on a chaotic road trip from Shetland to Glasgow.,2016,"Comedy, Drama            ","Jack Parry-Jones, Christy O'Donnell, Tara Lee, Claire Cage",Philip John,148,,6.7
Bank$tas,80,    An office comedy about two best friend finance grads who embark on a crazy mission to stop an investment bank from closing a crooked deal involving student loans.,2013,"Comedy, Crime            ","Laura Vandervoort, Alan Thicke, Nicholas Campbell, Joe Dinicol",Jeff Stephenson,145,$0.01M,4.6
The Flag,84,    Harry Hambridge (Pat Shortt ) a down on his luck builder finds out his father raised the flag in the 1916 rising. The Flag now hangs in a British Army Barracks. He makes up his mind to get it.,2016,Comedy            ,"Pat Shortt, Moe Dunford, Simone Kirby, Ruth Bradley",Declan Recks,148,,6.1
Browsers,25,"    Set in contemporary Manhattan, it follows four young people as they start their first jobs at a news website.",2013,"Comedy, Musical            ","Bebe Neuwirth, Brigette Davidovici, Dustin Ingram, Marque Richardson",Don Scardino,154,,4.1
The Godmother,100,"    To free her husband, Jennifer has to enter the world of money laundering mobsters and become the ultimate Godmother.",2011,Comedy            ,"Whitney Anderson, Dragos Bucur, Stefan Iancu, Velea Alex","Jesús del Cerro, Virgil Nicolaescu",962,,5.2
The Story of F***,0,    A frustrated music business executive accidentally creates a band called F**K and has to find a group of talentless no-hopers to take on the music industry and become rock stars.,2010,Comedy            ,"Finlay Robertson, Joe Absolom, Norma Atallah, László Baranyi",James Abadi,184,,2.3
Ahockalypse,79,"    After winning the championship cup, Jonsey and his team must survive the zombie apocalypse.",2018,"Comedy, Horror            ","Kelly Chase, Craig Bjornstad, Nikki Feikema, Tony Misura",Wayne Harry Johnson Jr.,136,,3.7
Non si ruba a casa dei ladri,93,    A couple of honest workers takes revenge on the corrupt politician that ruined them.,2016,Comedy            ,"Vincenzo Salemme, Massimo Ghini, Stefania Rocca, Manuela Arcuri",Carlo Vanzina,219,,5.4
Middlemarch: The Series,0,"    A modern, gender-bent vlog-style web series adaptation of George Eliot's ""Middlemarch,"" the series follows a group of students at Lowick College in the fictional town of Middlemarch, ...                See full summary »",2017,"Comedy, Drama, Romance            ","Mia Fowler, Eliot S., Oliver Shoulson, Sofía Campoamor",,7,,7.7
"You, Me & Mr.Kitty",0,Add a Plot,2016,"Short, Comedy, Romance            ",Add a Plot,,0,,0
Bad Samaritans,30,"    An ex-couple accidentally burns down a chunk of wildlife; and is forced to 100 hours of community service with each other, regardless of their hatred for one another. Along the way, they meet some ridiculous people.",2013,Comedy            ,"Brian Kubach, Julianna Guill, Alice Hunter, Robert LaSardo",,426,,6.7
The Jokesters,80,    Four friends prank a Cabin in the Woods nightmare on their friend's honeymoon so well that it actually becomes The Cabin in the Woods horror in real life.,2015,"Comedy, Horror, Thriller            ","Nathan Reid, Gabriel Tigerman, Luis Jose Lopez, Dante Spencer",AJ Wedding,334,,3.4
David Brent: Lady Gypsy,4,"    David Brent resights the time in his tender youth where he lost his virginity to a beautiful, mysterious, gypsy woman who took his virginity, heart & tried to rip him off with some heather.",2016,"Short, Comedy, Music            ",Star:Ricky Gervais,,39,,7.5
3x3D,70,Add a Plot,2013,"Comedy, Drama            ","Tiago Correia, Carolina Amaral, Keith Davis, Leonor Keil","Jean-Luc Godard, Peter Greenaway, Edgar Pêra",280,,5.8
Set the Thames on Fire,83,"    Two boys fall through the clockwork of a grotesque, nightmare London, endeavouring to survive and escape.",2015,"Comedy, Drama, Fantasy            ","Sadie Frost, Noel Fielding, Sally Phillips, Lily Loveless",Ben Charles Edwards,264,,4.7
"Tim Timmerman, Hope of America",94,    An irresponsible Utah student body president faces impeachment as he attempts to sweet-talk his way into Yale.,2017,"Comedy, Romance            ","Andrew Caldwell, Stephanie Drapeau, Casey Elliott, Paul Kiernan",Cameron Sawyer,276,$0.10M,5.6
Mawaru-Penguindrum,0,"    A terminally ill girl is revived by a magical penguin spirit. In return, her brothers are sent on a quest for the mysterious 'Penguindrum'.",2011,"Animation, Comedy, Drama            ","Shelley Calene-Black, Maggie Flecknoe, Adam Gibbs, Illich Guardiola",,639,,7.4
Game Night: The Mini-Series,0,    A group of friends try to get through their weekly game night but drama seems to always get in the way.,2018,Comedy            ,A group of friends try to get through their weekly game night but drama seems to always get in the way.,,0,,0
Trapped in the Closet: Chapters 23-33,45,"    The long awaited sequel to R. Kelly's ""Trapped in the closet"" series.",2012,"Comedy, Crime, Drama            ","R. Kelly, Eric Lane, Molly Pan, Tracey Bonner","R. Kelly, Jim Swaffield",344,,6.7
LOVE by CHANCE,105,"    Two aspiring South African actors who are independently in America eager to crack into an extremely difficult and over saturated Hollywood industry, meet by chance. Between the everyday ...                See full summary »",2017,Comedy            ,"Stevie Baggs Jr., Desi Banks, Cory Chapman, Paul H Chapman",Samad Davis,17,,5.1
True Perfection,0,"    Up and coming fashion designer AND student, Gwen Harris is about to launch the biggest career move of her life, releasing her very own fashion show. In just the before her big premiere she ...                See full summary »",2012,Comedy            ,"Up and coming fashion designer AND student, Gwen Harris is about to launch the biggest career move of her life, releasing her very own fashion show. In just the before her big premiere she ...                See full summary »",,0,,0
One by Two,139,    Aspiring musician Amit and dance fanatic Samara get a better insight of what life has in store for them.,2014,"Comedy, Drama, Romance            ","Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri",Devika Bhagat,691,,4.1
Sando,26,    Sando is Australia's queen of the discount furniture package deal. She's built her empire on being a down-to-earth larrikin and is something of a national treasure - to all but her family.,2018,Comedy            ,"Sacha Horler, Phil Lloyd, Krew Boylan, Uli Latukefu",,96,,6.5
The O'Briens,84,"    Two years after the death of his wife, an Irish Father summons home his two Sons & Daughter, causing all to fear the worst, but he is not the only one with a secret...",2013,"Comedy, Family, Romance            ","Liam McMahon, Tommy O'Neill, Emmett Hughes, Slaine Kelly","Richard Waters, Emma Gahan",141,,6.8
Something New,15,"    After a break up, Jonah struggles to open up to a new relationship with awkward/hilarious/disastrous results.",2017,"Short, Comedy, Romance            ","Ben Baur, Ruby Hanger, Doug Locke, Kasey Mahaffy",TJ Marchbank,65,,7.2
Brian Pern: A Tribute,41,    A spoof documentary paying tribute to the late rock star Brian Pern.,2017,Comedy            ,"Simon Day, Michael Kitchen, Phil Collins, Suranne Jones",Rhys Thomas,58,,8.0
Dracano,91,    A catastrophic volcanic eruption releases ancient dragon-like creatures on the surrounding areas. Scientists believe this could start a chain reaction of volcanic eruptions giving way to a global Dragon Apocalypse.,2013,"Action, Adventure, Comedy            ","Corin Nemec, Victoria Pratt, Mia Marcon, Troy Evans",Kevin O'Neill,340,,3.0
Bite Me,0,"    Three die-hard gamers find themselves in the middle of the zombie apocalypse and realize they have to use their gaming chops to survive, rescue their friends, and ultimately save the world.",2010,"Comedy, Horror            ","Yousef Abu-Taleb, Justin Giddings, Ryan Patrick Welsh, Dani Lennon",,568,,7.7
Lego Harry Potter: Years 5-7,0,    Journey through the second part of the Lego Harry Potter universe.,2011,"Action, Adventure, Comedy            ",Star:Lottie Deakin-Berry,,891,,7.8
DOTGA: Da One That Ghost Away,120,"    Wanting to save the house of her beloved grandmother from being sequestered, paranormal expert Carmel Monseratt (Kim Chiu) and her ""bebest"" best friend Jerald ""Jeje"" Zee-Yan (Ryan Bang) ...                See full summary »",2018,"Comedy, Horror            ","Kim Chiu, Ryan Bang, Pepe Herrera, Maymay Entrata",Tony Y. Reyes,59,$0.13M,5.5
Smosh Pit Weekly,0,Add a Plot,2011,Comedy            ,"Mari Takahashi, Damien C. Haas, Shayne Topp, Courtney Miller",,71,,7.2
The Strongest Man,99,"    The Strongest Man is a Miami-centric comedy about an anxiety-ridden Cuban man, who fancies himself the strongest man in the world. In a quest to recover his most beloved possession, a stolen bicycle, he finds and loses so much more.",2015,Comedy            ,"Lisa Banes, Ashly Burch, Paul Chamberlain, Nancy Fong",Kenny Riches,194,,6.2
What's Up Warthogs!,0,"    About two teen rivals; Victoria and Eric, who with the help of best friend, Charlie, and 12 year old genius, Laney, come together and make the morning announcements into a show.",2010,"Comedy, Family            ","Karissa Lee Staples, Eduard Witzke, Ana Golja, Duane Murray",,188,,4.4
Bin Bulaye Baraati,133,    Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,2011,"Action, Comedy, Crime            ","Naushaad Abbas, Rati Agnihotri, Shweta Bhardwaj, Gulshan Grover",Chandrakant Singh,226,,3.9
Yolki 3,100,"    Two years has passed - Boris and Zhenya's one year- old son's bring friends to the psychiatric hospital on the New Year's eve. Little Nastya, whose parents separated two beloved dogs from one another, tries to help them .",2013,"Comedy, Drama, Romance            ","Konstantin Khabenskiy, Ivan Urgant, Sergey Svetlakov, Tatyana Dogileva","Levan Gabriadze, Aleksandr Karpilovskiy, Olga Kharina, Dmitriy Kiselev, Aleksandr Kott, Anton Megerdichev, Ekaterina Telegina, Zaur Zaseyev",1287,,5.5
Change of Plans,125,    Sally and Jason Danville's life are turned upside down when a tragic accident suddenly names them the caretakers of four young children.,2011,"Comedy, Drama, Family            ","Justin Kelly, Brooke White, Joe Flanigan, Phylicia Rashad",John Kent Harrison,869,,6.2
Ghostbusters,0,"    Grab your Proton Pack and join the Ghostbusters alongside your friends, exploring Manhattan, blasting ghosts, and trapping those runaway ghouls.",2016,"Action, Adventure, Comedy            ","Wally Wingert, David W. Collins, Mela Lee, Kate Higgins",Chris Tremmel,84,,3.3
Insecure: Due North,0,    Insecure's latest show-within-a-show is melodrama set in the pre-Civil War South. It stars Regina Hall as a slave named Ninny and Scott Foley as the master she's in love with.,2017,Comedy            ,"Sarah Chaney, Scott Foley, Regina Hall, Aflamu Johnson",,35,,7.4
Living Will...,101,"    Will's best friend and roommate Belcher, (Ryan Dunn) a party bum slacker, returns from the dead as a cocky, mischievous, and perverted ghost. He soon discovers his cousin, Krista, has ...                See full summary »",2010,Comedy            ,"Ryan Dunn, April Scott, Gerard Haitz, Noam Harary",Matthew Lauyer,570,,4.5
The Gliksmans,72,    An elderly couple will stop at nothing to make it to the bank.,2017,Comedy            ,"Jon Jacobs, Bryna Weiss, Christopher Estrada, Cloris Leachman",Michael Skolnick,6,,7.0
Humbug,7,"    When her neighbor refuses to get into the Christmas spirit, a jolly citizen takes matters into her own hands.",2016,"Short, Comedy, Horror            ","Jessee Foudray, Milly Sanders","Justin Lee, Matt Thiesen",51,,6.2
The Perfect Wedding,82,"    Home for the Christmas holiday, a gay man starts falling for his ex-boyfriend's lover, not knowing that the relationship is a mere pretense.",2012,"Comedy, Romance            ","Rico Aragon, Jason T. Gaffney, Apolonia Davalos, Brendan Griffin",Scott Gabriel,627,,6.2
Despicable Me: Minion Rush,0,    A despicable me game where you play as the minions,2013,"Action, Adventure, Comedy            ","Michael Beattie, Ava Benavente, Benjamin Bratt, Pierre Coffin",,85,,7.6
After Death,92,"    Following the sudden death of their last surviving parent - their Dad, two brothers and two sisters return to the family home after many years to face each other, face facts and face the future. But what do they know of the past?",2012,"Comedy, Drama, Mystery            ","Claira Watson Parr, Ben Shockley, David Wayman, Nicola Goodchild",Martin Gooch,223,,4.0
Father and Father,9,"    FATHER and FATHER is a fast-paced, character-driven comedy about two priests forced to go on the run after they hear a confession from a wounded Mob Boss. Besides saving their own skin, the...                See full summary »",2018,"Short, Action, Adventure            ","Mark Richard Goldman, Tom Renner, Chuck Zito, Sasha Mitchell","Michael Baumgarten, Art Camacho",5,,7.0
The Trip,17,"    This is a story of four girlfriends who go on a road trip in Thailand as a part of the bride's bachelorette, the journey though, turns into an emotional roller coaster.",2016,"Adventure, Comedy            ","Shweta Tripathi, Sapna Pabbi, Mallika Dua, Lisa Haydon",,225,,7.4
Last Night,90,    Sky's last night in DC before she moves to NC is sidetracked by a chance meeting with an attractive stranger.,2014,"Comedy, Drama, Romance            ","Judi Blair, Eli El, Danny Gavigan, Chaseedaw Giles",Harold Jackson III,58,,7.3
Wings: Sky Force Heroes,84,"    When Ace, a cocky young firefighter, defies his orders and recklessly puts his team in jeopardy, he resigns to the coal mines. Until one day he gets the chance to redeem himself.",2014,"Animation, Adventure, Comedy            ","Josh Duhamel, Hilary Duff, Rob Schneider, Jesse McCartney","Tony Tang, Mychal Simka",161,,3.3
Best Man,5,Add a Plot,2016,"Short, Comedy            ","Rose D'Aulbey, Ben Hall, Josh O'Connor, Lizzy Watts",Freddie Hall,21,,7.9
Jerico,98,"    The story of best friends who set out on a dangerous, but comedic journey that challenges the restrictions of a Jim Crow South to fulfill their dreams",2016,"Action, Adventure, Comedy            ","George Wallace, Irma P. Hall, Jo Marie Payton, Gregg Daniel",Seckeita Lewis,30,,7.1
