title,runtime,des,date,genre,cast,director,vote,gross,rating
If Beale Street Could Talk,119,    A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,2018,"Drama, Romance            ","KiKi Layne, Stephan James, Regina King, Teyonah Parris",Barry Jenkins,32944,$14.92M,7.1
Love,50,"    A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.",2018,"Comedy, Drama, Romance            ","Gillian Jacobs, Paul Rust, Claudia O'Doherty, Mike Mitchell",,33292,,7.7
"Love, Simon",110,"    Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.",2018,"Comedy, Drama, Romance            ","Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford",Greg Berlanti,87881,$40.83M,7.6
Focus,105,"    In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",2015,"Comedy, Crime, Drama            ","Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez","Glenn Ficarra, John Requa",199366,$53.86M,6.6
The Guernsey Literary and Potato Peel Pie Society,124,"    In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",2018,"Drama, History, Romance            ","Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson",Mike Newell,26408,,7.4
Destination Wedding,87,"    The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.",2018,"Comedy, Drama, Romance            ","Winona Ryder, Keanu Reeves, DJ Dallenbach, Ted Dubost",Victor Levin,20406,,6.0
The Best of Me,118,    A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2014,"Drama, Romance            ","James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato",Michael Hoffman,61890,$26.76M,6.7
Noah,138,    Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,2014,"Action, Adventure, Drama            ","Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",Darren Aronofsky,233756,$101.20M,5.8
Pride and Prejudice and Zombies,108,    Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,2016,"Action, Comedy, Fantasy            ","Lily James, Sam Riley, Jack Huston, Bella Heathcote",Burr Steers,48141,$10.91M,5.8
Descendants 2,111,"    Mal, Evie, Carlos and Jay try to adjust to life in Auradon, but Mal becomes overwhelmed with pressure and returns to her roots.",2017,"Action, Adventure, Family            ","Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart",Kenny Ortega,6694,,6.5
The Last Man on Earth,22,"    Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors.",2018,"Action, Comedy, Drama            ","Will Forte, January Jones, Cleopatra Coleman, Kristen Schaal",,49812,,7.3
Beauty and the Beast,60,    A beautiful detective falls in love with an ex-soldier who goes into hiding from the secret government organization that turned him into a mechanically charged beast.,2016,"Drama, Horror, Romance            ","Kristin Kreuk, Jay Ryan, Nina Lisandrello, Austin Basis",,33874,,7.1
Love the Coopers,107,    The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve. Can they survive the most beautiful time of the year?,2015,"Comedy, Fantasy, Romance            ","Steve Martin, Diane Keaton, John Goodman, Ed Helms",Jessie Nelson,18999,$26.28M,5.8
Book Club,104,    Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,2018,"Comedy, Drama, Romance            ","Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",Bill Holderman,21618,$68.57M,6.1
War & Peace,379,"    As the Russian conflict with Napoleon reaches its peak, five aristocratic families face the possibility of their lives being changed forever.",2016,"Drama, History, Romance            ","Paul Dano, James Norton, Lily James, Adrian Edmondson",,18533,,8.2
A Ghost Story,92,"    In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.",2017,"Drama, Fantasy, Romance            ","Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson",David Lowery,50734,$1.60M,6.8
American Honey,163,"    A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",2016,"Adventure, Drama, Romance            ","Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",Andrea Arnold,33867,$0.66M,7.0
The Duff,101,"    A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",2015,"Comedy, Romance            ","Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",Ari Sandel,77753,$34.02M,6.5
Collateral Beauty,97,"    Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016,"Drama, Romance            ","Will Smith, Edward Norton, Kate Winslet, Michael Peña",David Frankel,83244,$30.98M,6.8
The Night Shift,42,    A group of doctors from the Army return to work the night shift at a hospital in San Antonio.,2017,"Drama, Romance            ","Eoin Macken, Jill Flint, Brendan Fehr, Robert Bailey Jr.",,10126,,7.4
The F Word,98,"    Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",2013,"Comedy, Romance            ","Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver",Michael Dowse,66187,$3.45M,6.8
The Durrells in Corfu,46,    Based on the real-life events of the Durrell family as they resettle from England to Greece.,2019,"Biography, Comedy, Drama            ","Keeley Hawes, Josh O'Connor, Milo Parker, Daisy Waterstone",,5903,,8.1
The Twilight Saga: Breaking Dawn - Part 1,117,"    The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",2011,"Action, Adventure, Drama            ","Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",Bill Condon,213095,$281.29M,4.9
Bad Teacher,92,"    A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.",2011,"Comedy, Romance            ","Cameron Diaz, Jason Segel, Justin Timberlake, Lucy Punch",Jake Kasdan,185298,$100.29M,5.6
Newness,117,"    In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017,"Drama, Romance            ","Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton",Drake Doremus,10787,,6.4
The Mortal Instruments: City of Bones,130,"    When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",2013,"Action, Fantasy, Horror            ","Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West",Harald Zwart,123847,$31.17M,5.9
Ice Age: Collision Course,94,"    When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",2016,"Animation, Adventure, Comedy            ","Ray Romano, Denis Leary, John Leguizamo, Chris Wedge","Mike Thurmeier, Galen T. Chu",51603,$64.06M,5.7
Rock of Ages,123,    A small town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,2012,"Comedy, Drama, Musical            ","Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",Adam Shankman,71182,$38.52M,5.9
Disobedience,114,"    A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",2017,"Drama, Romance            ","Rachel Weisz, Rachel McAdams, Alessandro Nivola, Anton Lesser",Sebastián Lelio,20836,$3.48M,6.6
The Borgias,50,"    In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.",2013,"Crime, Drama, History            ","Jeremy Irons, François Arnaud, Holliday Grainger, Peter Sullivan",,46218,,7.9
Friends with Benefits,109,"    A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",2011,"Comedy, Romance            ","Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",Will Gluck,324578,$55.80M,6.5
Miraculous: Tales of Ladybug & Cat Noir,20,"    Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",2015,"Animation, Action, Adventure            ","Cristina Valenzuela, Bryce Papenbrook, Mela Lee, Keith Silverstein",,4119,,7.8
Anna Karenina,129,"    In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",2012,"Drama, Romance            ","Keira Knightley, Jude Law, Aaron Taylor-Johnson, Matthew Macfadyen",Joe Wright,86883,$12.82M,6.6
The Giver,97,"    In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",2014,"Drama, Romance, Sci-Fi            ","Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",Phillip Noyce,107556,$45.09M,6.5
The Three Musketeers,110,    The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,2011,"Action, Adventure, History            ","Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich",Paul W.S. Anderson,99835,$20.38M,5.7
The Escort,88,"    Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",2016,"Comedy, Drama, Romance            ","Lyndsy Fonseca, Michael Doneger, Tommy Dewey, Bruce Campbell",Will Slocombe,10750,,6.0
A Christmas Prince,92,"    When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",2017,"Comedy, Family, Romance            ","Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",Alex Zamm,14511,,5.7
Home Again,97,    Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,2017,"Comedy, Drama, Romance            ","Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",Hallie Meyers-Shyer,24746,$27.02M,5.8
Happy Endings,22,"    This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them, the pals stick together.",2013,"Comedy, Romance            ","Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally",,32974,,7.7
Forever My Girl,108,    After being gone for a decade a country star returns home to the love he left behind.,2018,"Drama, Music, Romance            ","Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",Bethany Ashton Wolf,12154,$16.38M,6.7
Swiss Army Man,97,    A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,2016,"Comedy, Drama, Fantasy            ","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero","Dan Kwan, Daniel Scheinert",96557,$4.21M,7.0
Sing Street,106,    A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016,"Comedy, Drama, Music            ","Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor",John Carney,78283,$3.24M,8.0
